subpopbroad,subpopfine,country,subpopulation,route,ID,year,season,full_migration,agedeploy,agemigr,totaldistance,totaldistkm,cumulativedistance,cumulativedistkm,straightness,msd,msdkm,intensityuse,sinuosity,tac,start,end,durationdays,julian_start,julian_end,startlong,startlat,endlat,endlong
MiddleEast,Igdir,Turkey,Middle_East,East,Agri,2014,spring,y,6,6,4560509,4561,6251533,6252,0.7295,2.09E+12,2086040029,3.2446,0.0044,1.8169,3/21/14 0:00,07/04/2014 23:00,17.9583,80,97,45.445,9.3735,40.07783,43.67017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captive,Captive,Bulgaria,Balkans,East,Akaga,2018,fall,y,2,2,4353076,4353,7324430,7324,0.5943,2.10E+12,2099910210,4.1732,0.0098,1.787,8/25/18 0:00,9/21/18 23:00,27.9583,237,264,25.63801,41.59799,12.03957,41.64042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Israel,Israel,Middle_East,East,Amud,2018,fall,y,1,1,2993095,2993,6045260,6045,0.4951,2.81E+11,280712051,9.5275,0.0107,1.9144,9/18/18 5:00,11/13/18 18:00,56.5417,261,317,35.56094,32.93507,11.05152,27.21755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2015,fall,y,6,6,3194897,3195,7232630,7233,0.4417,2.37E+12,2366104429,3.4363,0.0058,1.9013,04/09/2015 00:00,01/10/2015 22:00,27.9167,247,274,20.53867,40.1335,13.0345,16.449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2016,fall,y,6,6,3202528,3203,6273891,6274,0.5105,1.70E+12,1695011640,3.0334,0.006,1.5511,9/21/16 0:00,09/10/2016 22:00,18.9167,265,283,20.53683,40.1325,12.98217,16.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2016,spring,y,6,6,3558359,3558,7339760,7340,0.4848,1.79E+12,1791999862,3.8182,0.0072,1.4648,3/16/16 5:00,4/18/16 13:00,33.3333,76,109,15.53517,12.78,41.20667,26.85417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2017,fall,y,6,6,3194934,3195,6446228,6446,0.4956,2.24E+12,2243788470,3.1727,0.0058,1.808,9/13/17 10:00,04/10/2017 22:00,21.5,256,277,20.53817,40.13367,13.03467,16.438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2017,spring,y,6,6,3193135,3193,8619325,8619,0.3705,1.88E+12,1875578219,3.9862,0.0064,2.0437,08/03/2017 03:00,4/13/17 18:00,36.625,67,103,15.70918,12.8146,39.91236,20.24532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2018,fall,y,6,6,3063019,3063,6381477,6381,0.48,1.57E+12,1566725215,3.1933,0.0058,2.0895,8/13/18 16:00,04/09/2018 22:00,22.25,225,247,21.60083,41.15783,15.2755,19.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Aoos,2018,spring,y,6,6,3218787,3219,7317031,7317,0.4399,1.85E+12,1849893545,3.5787,0.0061,1.7699,04/03/2018 05:00,05/04/2018 06:00,32.0417,63,95,15.788,12.856,40.11728,20.59574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Aras,2012,fall,y,2,2,3853779,3854,5088693,5089,0.7573,1.34E+12,1335246291,3.5198,0.0052,1.4595,04/09/2012 00:00,9/23/12 22:00,19.9167,248,267,43.68417,40.06133,13.45317,43.60433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Arda,2012,fall,y,1,1,3464250,3464,6073639,6074,0.5704,1.20E+12,1197481479,3.7239,0.0065,1.7257,9/20/12 5:00,10/14/12 23:00,24.75,264,288,25.881,41.64133,13.3125,25.94167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Ardahan,2013,fall,y,6,6,4267713,4268,5725883,5726,0.7453,2.33E+12,2326462278,4.6617,0.0092,1.7999,8/22/13 0:00,9/16/13 14:00,25.5833,234,259,43.68973,40.06114,10.27553,40.75225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Ardahan,2014,spring,y,6,6,4220298,4220,6421626,6422,0.6572,1.56E+12,1558668214,3.6795,0.0085,1.4496,10/04/2014 00:00,4/29/14 23:00,19.9583,100,119,40.68311,10.59117,40.07471,43.67308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Syunik,Armenia,Middle_East,East,Armenia2,2015,fall,y,2,2,4693775,4694,7031822,7032,0.6675,1.68E+12,1675722508,5.3504,0.0079,1.8442,8/31/15 0:00,11/10/2015 21:00,41.875,243,284,46.5406,39.15735,7.68553,43.09158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Syunik,Armenia,Middle_East,East,Armenia3,2015,fall,y,6,6,4838649,4839,5278826,5279,0.9166,2.07E+12,2067628230,4.5356,0.0028,2.0933,9/20/15 0:00,09/10/2015 21:00,19.875,263,282,46.5402,39.15753,6.82397,43.4534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Batuecasa,2017,fall,y,6,6,2686258,2686,3218783,3219,0.8346,7.25E+11,725279258,3.8188,0.0097,1.4904,9/13/17 1:00,9/25/17 21:00,12.8333,256,268,-6.05009,40.94838,16.99182,-9.72339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Batuecasa,2018,fall,y,6,6,2727475,2727,3207471,3207,0.8504,9.14E+11,913906914,3.7702,0.007,1.0817,9/21/18 6:00,9/30/18 21:00,9.625,264,273,-6.54042,41.09018,16.65152,-9.15019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Batuecasa,2018,spring,y,6,6,2660860,2661,3357410,3357,0.7925,8.46E+11,846391523,3.7741,0.0103,1.7414,2/14/18 2:00,07/03/2018 20:00,21.75,45,66,-9.87781,17.34562,41.10122,-6.54201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captive,Captive,Bulgaria,Balkans,East,Blanka,2018,fall,y,1,1,4629044,4629,7399640,7400,0.6256,3.02E+12,3016923377,3.7642,0.0105,1.8024,02/09/2018 00:00,10/31/18 18:00,59.75,245,304,25.69633,41.57687,8.90454,39.92696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2015,fall,y,6,6,4340233,4340,5650124,5650,0.7682,2.03E+12,2026951087,3.6206,0.0059,1.2544,9/14/15 5:00,9/28/15 22:00,14.7083,257,271,25.62567,41.60267,12.40267,42.06117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2016,fall,y,6,6,4399278,4399,5440475,5440,0.8086,1.95E+12,1945645102,3.8884,0.0058,1.5145,9/24/16 5:00,05/10/2016 22:00,11.7083,268,279,25.67583,41.631,13.01233,43.706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2016,spring,y,6,6,4558259,4558,5751413,5751,0.7925,2.15E+12,2148467831,3.6111,0.0064,1.9188,01/03/2016 03:00,3/20/16 22:00,19.7917,61,80,42.68167,11.1315,41.64733,25.71817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2017,fall,y,6,6,4592747,4593,5912827,5913,0.7767,2.06E+12,2060655294,3.6,0.0057,1.401,9/22/17 5:00,06/10/2017 22:00,14.7083,265,279,25.62633,41.60417,10.80767,42.6025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2017,spring,y,6,6,4558380,4558,6453167,6453,0.7064,2.31E+12,2306713534,3.9465,0.0062,2.1683,01/03/2017 03:00,3/22/17 22:00,21.7917,60,81,42.76367,11.18883,41.63991,25.67353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2018,fall,y,6,6,4603541,4604,5939181,5939,0.7751,2.21E+12,2207945126,3.61,0.0059,1.397,9/22/18 5:00,06/10/2018 22:00,14.7083,265,279,25.62533,41.60267,10.678,42.52917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Boris,2018,spring,y,6,6,4602351,4602,6093586,6094,0.7553,2.27E+12,2267765749,3.7057,0.0065,2.0366,2/27/18 3:00,3/17/18 22:00,18.7917,58,76,42.57817,10.72883,41.6325,25.67717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captive,Captive,Bulgaria,Balkans,East,Boyana,2018,fall,y,2,2,3592451,3592,5302267,5302,0.6775,1.40E+12,1397011112,4.6584,0.0107,2.0089,9/19/18 0:00,10/22/18 20:00,33.8333,262,295,26.23,41.0976,12.11875,15.71222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja,Rioja,Spain,West,West,Brieva,2016,fall,y,1,1,3022678,3023,3841962,3842,0.7868,7.07E+11,706889260,5.0729,0.0107,1.8618,09/09/2016 06:00,06/10/2016 22:00,27.6667,253,280,-2.77019,42.16999,17.31679,-15.31318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Bruco,2017,fall,y,5,5,2665662,2666,3451106,3451,0.7724,9.41E+11,940735776,4.0658,0.008,1.4055,06/09/2017 08:00,9/22/17 20:00,16.5,249,265,-6.13207,40.6155,16.8053,-9.46917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Cabuk,2014,fall,y,2,2,4013389,4013,4792213,4792,0.8375,1.77E+12,1773138276,4.4146,0.0047,1.4062,08/09/2014 05:00,9/21/14 21:00,13.6667,251,264,43.6746,40.0729,12.2296,42.5176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Cabuk,2015,fall,y,2,3,4145201,4145,5300018,5300,0.7821,1.74E+12,1737986577,3.8757,0.0052,1.4392,06/10/2015 05:00,10/27/15 17:00,21.5,279,300,40.0498,38.9859,9.5816,40.6075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Cabuk,2015,spring,y,2,3,3809930,3810,5604521,5605,0.6798,1.14E+12,1141604885,4.0946,0.0061,1.6604,5/28/15 9:00,6/18/15 21:00,21.5,148,169,40.6757,10.9885,38.054,39.3864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Castor,2014,fall,y,6,6,4567643,4568,6691898,6692,0.6826,2.20E+12,2204181800,4.0933,0.0063,1.9101,8/22/14 5:00,9/17/14 22:00,26.7083,234,260,26.03483,41.4035,10.64117,42.47367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Castor,2015,fall,y,6,6,5116633,5117,11150583,11151,0.4589,3.10E+12,3102212932,5.444,0.0076,2.1383,11/08/2015 05:00,10/15/15 22:00,65.7083,223,288,26.10033,41.25517,6.724,43.05267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Castor,2015,spring,y,6,6,5094972,5095,7646594,7647,0.6663,2.34E+12,2337712129,4.9461,0.0073,1.8431,07/03/2015 03:00,05/04/2015 23:00,29.8333,66,95,42.8325,6.76017,41.28817,26.1575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2012,fall,y,1,1,3688111,3688,9632932,9633,0.3829,1.14E+12,1141782151,5.2584,0.0078,1.881,08/09/2012 05:00,10/31/12 22:00,53.7083,252,305,27.64083,43.14617,13.05583,25.08217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2014,fall,y,1,3,4546478,4546,11343525,11344,0.4008,2.55E+12,2545662957,4.4355,0.0078,1.9328,7/30/14 5:00,02/10/2014 22:00,64.7083,211,275,28.37117,43.80883,11.40317,40.75917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2014,spring,y,1,3,3695987,3696,10379210,10379,0.3561,1.90E+12,1896207278,5.1591,0.0074,2.0101,4/18/14 5:00,03/06/2014 23:00,46.75,108,154,29.24867,10.3415,39.782,27.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2015,spring,y,1,4,4180587,4181,5793570,5794,0.7216,1.76E+12,1760148127,3.3651,0.0059,1.6764,4/30/15 1:00,5/15/15 23:00,15.9167,120,135,32.44168,10.65788,43.37783,27.37617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2016,fall,y,1,5,3718265,3718,7228373,7228,0.5144,1.77E+12,1769208048,4.3765,0.008,1.8852,12/08/2016 03:00,9/25/16 19:00,44.6667,225,269,27.99062,44.04274,14.40963,30.59927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Dobromir,2016,spring,y,1,5,4053556,4054,6805152,6805,0.5957,1.73E+12,1727709812,3.7348,0.0072,1.8861,01/05/2016 03:00,5/30/16 23:00,29.8333,122,151,26.62375,10.4064,43.2975,27.55933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Douro,2017,fall,y,6,6,2650868,2651,3398934,3399,0.7799,8.48E+11,848401666,3.4649,0.0059,1.8666,8/28/17 7:00,09/09/2017 20:00,12.5417,240,252,-6.54288,41.09308,17.2373,-7.67695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Douro,2018,fall,y,6,6,2649373,2649,3626120,3626,0.7306,1.03E+12,1033196787,4.0102,0.0089,1.439,8/29/18 8:00,9/17/18 20:00,19.5,241,260,-6.54438,41.0923,17.4135,-9.65315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Douro,2018,spring,y,6,6,2636006,2636,4289488,4289,0.6145,8.90E+11,889716710,4.3497,0.0067,1.496,03/02/2018 06:00,2/25/18 19:00,22.5417,34,56,-10.82472,17.441,40.84108,-6.5725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipuzkoa,Gipuzkoa,Spain,West,West,Ekhi,2018,fall,y,1,1,3024728,3025,3558125,3558,0.8501,8.43E+11,843105137,4.2198,0.0093,1.4209,01/09/2018 06:00,9/16/18 23:00,15.7083,244,259,-2.36075,42.96031,16.86518,-11.36838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captive,Captive,Bulgaria,Balkans,East,Elodie,2016,fall,y,1,1,3721112,3721,5217726,5218,0.7132,1.85E+12,1849161422,3.3205,0.0069,1.6854,9/27/16 4:00,10/18/16 22:00,21.75,271,292,25.92919,42.87755,14.735,7.61833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Faia,2017,fall,y,6,6,2639075,2639,3295462,3295,0.8008,5.56E+11,555522238,4.1443,0.0074,1.0231,8/23/17 8:00,05/09/2017 20:00,13.5,235,248,-6.53647,40.83747,17.08535,-7.62857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Faia,2018,spring,y,6,6,2700576,2701,3319551,3320,0.8135,6.19E+11,618891070,4.2902,0.0071,1.829,2/25/18 7:00,3/17/18 18:00,20.4583,56,76,-7.51668,16.61725,40.93502,-6.92147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrenees,Pyrenees,France,West,West,Gardon,2016,fall,y,6,6,3152085,3152,3894333,3894,0.8094,1.01E+12,1006826823,4.1523,0.01,1.3392,09/09/2016 01:00,9/23/16 23:00,14.9167,253,267,2.25501,43.80127,17.39144,-10.02693
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrenees,Pyrenees,France,West,West,Gardon,2017,fall,y,6,6,3330385,3330,3908328,3908,0.8521,1.32E+12,1322450462,4.1596,0.01,1.3928,08/09/2017 05:00,9/24/17 23:00,16.75,251,267,4.43804,44.375,16.70791,-9.25161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrenees,Pyrenees,France,West,West,Gardon,2017,spring,y,6,6,3334056,3334,4980836,4981,0.6694,1.39E+12,1387319045,3.8174,0.0117,1.7708,2/28/17 0:00,3/31/17 17:00,31.7083,59,90,-9.33546,16.71147,44.39833,4.3999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFrance,SFrance,France,West,West,Gardon,2018,fall,y,6,6,3391306,3391,4108110,4108,0.8255,1.26E+12,1262976921,3.8387,0.0105,1.6482,09/09/2018 05:00,9/26/18 23:00,17.75,252,269,4.43747,44.37678,15.88609,-8.55415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFrance,SFrance,France,West,West,Gardon,2018,spring,y,6,6,3376793,3377,4899070,4899,0.6893,1.28E+12,1279839520,3.8553,0.0106,1.753,2/28/18 0:00,3/23/18 23:00,23.9583,59,82,-8.23141,15.91651,44.37509,4.43778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dagestan,Dagestan,Dagestan,Middle_East,East,Gurman,2017,fall,y,1,1,4200482,4200,5506514,5507,0.7628,1.33E+12,1332894304,4.2853,0.0081,1.2116,9/24/17 6:00,10/19/17 16:00,25.4167,267,292,47.34981,42.70172,14.05364,43.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Israel,Israel,Middle_East,East,H36,2018,fall,y,1,1,2635334,2635,5044974,5045,0.5224,6.25E+11,624694332,5.5399,0.0064,1.636,8/29/18 6:00,9/22/18 10:00,24.1667,241,265,35.76576,32.9001,13.80667,28.00716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Haydi,2014,fall,y,3,3,5476570,5477,7562333,7562,0.7242,2.49E+12,2491355308,4.175,0.0063,1.8861,9/19/14 5:00,10/29/14 20:00,40.625,262,302,46.5588,39.1655,1.9171,38.5026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Haydi,2015,fall,y,3,4,5412935,5413,7027793,7028,0.7702,2.71E+12,2713122614,3.9111,0.0056,2.1085,9/20/15 7:00,10/14/15 21:00,24.5833,263,287,46.4534,39.4583,2.4035,36.7426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Haydi,2015,spring,y,3,4,5332338,5332,8421522,8422,0.6332,2.72E+12,2717705783,4.0157,0.0059,1.8884,11/04/2015 05:00,12/05/2015 21:00,31.6667,101,132,39.1101,2.8151,38.7031,47.2358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Huebra,2017,fall,y,6,6,2783683,2784,3445527,3446,0.8079,9.19E+11,918539478,4.111,0.0105,1.3889,9/20/17 0:00,06/10/2017 21:00,16.875,263,279,-6.5437,41.09291,16.44508,-11.38233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Huebra,2018,fall,y,6,6,2735008,2735,3446355,3446,0.7936,8.52E+11,851773995,4.3906,0.0103,1.4214,9/26/18 6:00,10/16/18 21:00,20.625,269,289,-6.66104,41.03853,16.84992,-11.56885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Spain,West,West,Huebra,2018,spring,y,6,6,2612123,2612,3633017,3633,0.719,7.95E+11,795448916,3.2154,0.0072,1.6473,09/02/2018 06:00,2/26/18 20:00,17.5833,40,57,-11.03028,17.94016,41.0874,-6.54214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Igdir,2012,fall,y,6,6,5095082,5095,6463129,6463,0.7883,2.66E+12,2656577072,4.9958,0.0056,1.6166,9/20/12 0:00,11/10/2012 18:00,21.75,264,285,43.673,40.07467,5.3035,43.06767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Igdir,2013,fall,y,6,6,5051523,5052,6008135,6008,0.8408,2.36E+12,2364700555,4.9717,0.0066,1.4157,9/25/13 0:00,10/13/13 20:00,18.8333,268,286,43.673,40.07467,5.61767,43.18983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Igdir,2013,spring,y,6,6,5108769,5109,5972349,5972,0.8554,2.17E+12,2172299742,4.5634,0.0055,1.3137,3/16/13 8:00,03/04/2013 20:00,18.5,75,93,43.04467,5.2665,40.1545,43.61683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Igdir,2014,fall,y,6,6,5100435,5100,7310526,7311,0.6977,2.43E+12,2429050577,4.8056,0.0063,1.4602,06/10/2014 07:00,03/11/2014 19:00,28.5,279,307,43.667,40.08167,5.28033,43.09333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Igdir,2014,spring,y,6,6,5031684,5032,5900967,5901,0.8527,2.15E+12,2153919812,4.8599,0.006,1.7147,03/03/2014 01:00,3/22/14 19:00,19.75,62,81,43.0095,5.7525,40.14717,43.62033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2012,fall,y,1,1,3382554,3383,6312967,6313,0.5358,1.61E+12,1612686932,3.729,0.0072,1.796,9/19/12 3:00,10/16/12 22:00,27.7917,263,290,25.842,41.436,13.65633,19.237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
