subpopbroad,subpopfine,country,subpopulation,route,ID,year,season,full_migration,agedeploy,agemigr,totaldistance,totaldistkm,cumulativedistance,cumulativedistkm,straightness,msd,msdkm,intensityuse,sinuosity,tac,start,end,durationdays,julian_start,julian_end,startlong,startlat,endlat,endlong
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2016,fall,y,1,5,3344083,3344,10678776,10679,0.3132,2.31E+12,2308277312,4.9748,0.0077,2.1371,8/26/16 4:00,10/17/16 23:00,52.7917,239,291,25.81342,41.87012,16.29317,33.70867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2016,spring,y,1,5,3582300,3582,9348990,9349,0.3832,1.62E+12,1622115897,4.7191,0.0073,1.9886,3/17/16 5:00,09/05/2016 23:00,53.75,77,130,19.20633,13.17017,42.63067,26.10283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2017,fall,y,1,6,3428408,3428,7105396,7105,0.4825,1.40E+12,1398984731,3.7985,0.0064,1.7764,01/09/2017 05:00,02/10/2017 22:00,31.7083,244,275,25.81267,41.86583,13.67217,19.20617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2017,spring,y,1,6,3884483,3884,6713023,6713,0.5786,1.67E+12,1674131634,3.9301,0.0064,1.9627,06/04/2017 02:00,4/30/17 23:00,24.875,96,120,35.27789,12.83149,41.9545,25.17967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2018,fall,y,1,6,3350100,3350,6703032,6703,0.4998,1.86E+12,1863177911,3.6084,0.0066,1.8044,8/27/18 5:00,9/21/18 23:00,25.75,239,264,25.63817,41.59833,14.06992,18.81188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Iliaz,2018,spring,y,1,6,3853675,3854,8240005,8240,0.4677,2.20E+12,2197201521,3.9858,0.0069,1.7764,3/16/18 5:00,4/21/18 22:00,36.7083,75,111,20.00767,9.30167,41.20984,25.15983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2014,fall,y,6,6,4220193,4220,5026573,5027,0.8396,1.88E+12,1884637862,4.0713,0.0045,1.3128,9/19/14 5:00,03/10/2014 21:00,14.6667,262,276,42.1931,40.0579,10.4771,41.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2015,fall,y,6,6,4227155,4227,4903167,4903,0.8621,1.75E+12,1752670055,4.2032,0.0046,0.9505,9/17/15 5:00,9/29/15 21:00,12.6667,260,272,42.1675,40.0862,10.4013,41.336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2015,spring,y,6,6,4178825,4179,5651400,5651,0.7394,1.78E+12,1781772604,4.6684,0.0053,1.4659,4/14/15 7:00,4/29/15 21:00,15.5833,104,119,41.3561,10.3538,39.6154,42.3905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2016,fall,y,6,6,4268862,4269,4939116,4939,0.8643,1.90E+12,1903863068,3.9578,0.0049,1.2726,9/25/16 5:00,09/10/2016 21:00,14.6667,269,283,42.1561,40.0556,10.2681,42.1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2016,spring,y,6,6,4178476,4178,5403705,5404,0.7733,1.90E+12,1900503799,4.2387,0.0054,1.2768,3/22/16 4:00,08/04/2016 19:00,17.625,82,99,40.7619,10.4826,39.8822,42.3778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2017,fall,y,6,6,4297296,4297,5164456,5164,0.8321,1.93E+12,1930706788,4.6776,0.0043,1.5484,9/24/17 5:00,09/10/2017 17:00,15.5,267,282,42.2058,40.0655,10.0668,42.0582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2017,spring,y,6,6,4181972,4182,4923813,4924,0.8493,1.35E+12,1351479553,4.8377,0.0054,1.7854,3/13/17 5:00,3/30/17 21:00,17.6667,72,89,41.7108,10.7461,40.0535,42.1732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2018,fall,y,6,6,4306415,4306,4943764,4944,0.8711,1.68E+12,1680495132,4.3749,0.0047,1.299,9/16/18 5:00,9/28/18 21:00,12.6667,259,271,42.1475,40.0557,9.9711,41.9659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Iste,2018,spring,y,6,6,4185794,4186,4969451,4969,0.8423,1.68E+12,1684153642,4.779,0.0048,1.5163,3/16/18 5:00,3/31/18 21:00,15.6667,75,90,41.7002,10.561,39.7956,42.6339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Israel,Israel,Middle_East,East,J4107,2018,fall,y,1,1,2851137,2851,3780027,3780,0.7543,7.79E+11,778990179,4.2618,0.0074,1.366,8/28/18 6:00,09/09/2018 20:00,12.5833,240,252,35.76593,32.89955,15.65046,19.13415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2015,fall,y,6,6,3332173,3332,6435569,6436,0.5178,1.65E+12,1651836530,3.5745,0.0064,1.7143,9/14/15 5:00,01/10/2015 23:00,17.75,257,274,25.62983,41.58583,14.23298,18.55114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2016,fall,y,6,6,3355176,3355,6322840,6323,0.5306,1.87E+12,1868703285,3.2565,0.0068,1.6438,8/19/16 5:00,12/09/2016 22:00,24.7083,232,256,25.77833,41.57367,14.12117,18.04667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2016,spring,y,6,6,3531665,3532,7552297,7552,0.4676,1.65E+12,1645421586,3.6364,0.007,1.6818,3/16/16 5:00,4/16/16 23:00,31.75,76,107,17.84917,12.61583,41.59583,25.62367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2017,fall,y,6,6,3355890,3356,6076843,6077,0.5522,1.87E+12,1866869628,3.0707,0.0064,1.7235,12/09/2017 05:00,9/30/17 22:00,18.7083,255,273,25.44517,41.59167,14.01417,18.29617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2017,spring,y,6,6,3409902,3410,7170610,7171,0.4755,1.60E+12,1600459830,3.5132,0.0073,1.4625,3/14/17 2:00,4/15/17 23:00,32.875,73,105,17.69498,13.71635,41.78533,25.13117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2018,fall,y,6,6,3371186,3371,5898002,5898,0.5716,2.12E+12,2121769994,3.1964,0.0067,1.8564,10/09/2018 05:00,04/10/2018 22:00,24.7083,253,277,25.4645,41.627,13.95783,17.963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Jenny,2018,spring,y,6,6,3373865,3374,6512249,6512,0.5181,1.66E+12,1663129294,3.4573,0.0072,1.7846,04/03/2018 05:00,3/30/18 23:00,26.75,63,89,17.27717,14.058,41.59559,25.70202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Lazaros,2012,fall,y,6,6,3109206,3109,7061514,7062,0.4403,1.73E+12,1733134390,3.5338,0.0062,1.6814,01/09/2012 03:00,9/22/12 22:00,21.7917,245,266,21.655,39.84,13.624,17.97633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Lazaros,2013,spring,y,6,6,3361495,3361,7499173,7499,0.4482,1.57E+12,1569081468,3.7977,0.0062,1.7096,08/03/2013 00:00,3/31/13 15:00,23.625,67,90,17.492,12.89633,40.82367,23.80683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Levkipos,2012,fall,y,1,1,3303858,3304,6974365,6974,0.4737,1.40E+12,1399587357,3.8285,0.007,1.7034,10/09/2012 05:00,10/14/12 22:00,34.7083,254,288,27.26417,40.8115,14.50517,16.94133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja,Rioja,Spain,West,West,Lidia,2018,fall,y,1,1,3397031,3397,6890737,6891,0.493,8.43E+11,843308858,6.5264,0.0115,1.9431,8/31/18 8:00,11/16/18 20:00,77.5,243,320,-2.04198,42.22695,14.1303,-15.52405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2014,fall,y,2,3,3696153,3696,5010805,5011,0.7376,1.56E+12,1562350047,3.53,0.0065,1.5708,8/23/14 4:00,10/09/2014 22:00,18.75,235,253,45.04667,35.9165,10.85217,41.29767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2014,spring,y,2,3,3597976,3598,6186011,6186,0.5816,1.44E+12,1437327906,4.0333,0.0058,1.5617,5/20/14 4:00,6/15/14 19:00,26.625,140,166,41.25283,11.93167,36.93417,42.7975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2015,fall,y,2,4,3804117,3804,5103257,5103,0.7454,1.47E+12,1468195522,3.694,0.0057,1.7492,08/09/2015 00:00,9/22/15 22:00,14.9167,251,265,44.35583,37.11167,11.01017,41.21283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2015,spring,y,2,4,4228707,4229,14346114,14346,0.2948,2.02E+12,2022655021,6.452,0.0047,2.0659,4/17/15 4:00,6/19/15 16:00,63.5,107,170,41.21317,11.01017,40.75267,42.62667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2016,fall,y,2,5,4086753,4087,4765730,4766,0.8575,1.47E+12,1471545111,3.9844,0.0046,1.6234,9/15/16 0:00,9/27/16 18:00,12.75,259,271,46.97,38.51667,10.99933,41.203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2016,spring,y,2,5,4150265,4150,6818038,6818,0.6087,1.91E+12,1911886585,3.6242,0.0052,1.4132,4/16/16 5:00,09/05/2016 20:00,23.625,107,130,41.1955,10.98583,39.58967,45.00967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2017,fall,y,2,6,4168235,4168,5030533,5031,0.8286,1.66E+12,1657145903,4.0515,0.0047,1.9514,9/15/17 8:00,9/27/17 22:00,12.5833,258,270,47.066,39.14233,11.01267,41.204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2017,spring,y,2,6,4165669,4166,6862185,6862,0.607,2.27E+12,2274550897,3.7289,0.0058,1.4808,06/04/2017 04:00,4/28/17 20:00,22.6667,96,118,41.20483,11.03217,39.14467,47.06817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2018,fall,y,2,6,4197197,4197,4885027,4885,0.8592,1.57E+12,1574758828,3.7765,0.0055,1.8343,06/09/2018 10:00,9/19/18 20:00,13.4167,249,262,47.23483,39.30367,11.00433,41.20317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,AzerbaijanIran,MiddleEast,Middle_East,East,Logiya,2018,spring,y,2,6,4166712,4167,6144314,6144,0.6781,1.71E+12,1708279135,3.3148,0.0044,1.2477,3/22/18 4:00,09/04/2018 18:00,18.5833,81,99,41.21667,11.00533,39.13617,47.0205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Syunik,Armenia,Middle_East,East,Orada,2015,fall,y,2,2,4315108,4315,6383621,6384,0.676,1.84E+12,1841184891,4.2621,0.0077,1.8253,8/28/15 3:00,9/27/15 21:00,30.75,240,270,46.94342,39.37217,10.21458,41.37153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Syunik,Armenia,Middle_East,East,Orada,2016,fall,y,2,3,4278439,4278,4756748,4757,0.8994,2.02E+12,2020990426,3.7459,0.0022,0.7285,9/15/16 3:00,9/29/16 21:00,14.75,259,273,46.37397,39.49213,10.46773,42.05935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Syunik,Armenia,Middle_East,East,Orada,2016,spring,y,2,3,4404992,4405,7395657,7396,0.5956,2.52E+12,2520853554,3.8665,0.0047,1.6674,3/14/16 2:00,05/06/2016 21:00,83.7917,74,157,40.97652,9.72205,39.67592,46.4902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrenees,Pyrenees,France,West,West,Ossau,2018,fall,y,6,6,3064031,3064,3270854,3271,0.9368,5.28E+11,528031078,4.2139,0.0028,1.0548,01/09/2018 05:00,9/15/18 9:00,14.1667,244,258,-0.41317,43.05646,17.0471,-11.14684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Greece,Greece,Balkans,East,Paschalis,2013,fall,y,1,1,3358518,3359,5368276,5368,0.6256,1.50E+12,1498529444,4.0511,0.0074,1.6977,08/09/2013 04:00,9/26/13 22:00,18.75,251,269,26.18,41.143,14.49533,14.34867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Poiares,2017,fall,y,6,6,2662917,2663,3144765,3145,0.8468,5.51E+11,551473806,4.5787,0.0064,1.3767,9/22/17 8:00,06/10/2017 20:00,14.5,265,279,-6.0776,40.81005,17.29855,-11.20607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captive,Captive,Bulgaria,Balkans,East,Polya,2018,fall,y,2,2,3422403,3422,8249646,8250,0.4149,1.59E+12,1590567465,5.3651,0.012,2.051,9/27/18 0:00,12/28/18 18:00,92.75,270,362,25.63063,41.60022,15.49378,33.81508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFrance,SFrance,France,West,West,Provence,2017,fall,y,6,6,2911184,2911,3679036,3679,0.7913,7.91E+11,791329763,4.0736,0.0091,1.475,8/14/17 5:00,8/31/17 18:00,17.5417,226,243,0.0479,42.0176,17.1221,-9.55916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFrance,SFrance,France,West,West,Provence,2018,fall,y,6,6,3261485,3261,4195868,4196,0.7773,1.23E+12,1230728242,3.9066,0.0088,1.5929,7/19/18 6:00,8/14/18 18:00,26.5,200,226,4.85431,43.59454,16.79244,-9.27112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFrance,SFrance,France,West,West,Provence,2018,spring,y,6,6,3325693,3326,5458640,5459,0.6093,1.05E+12,1051331867,4.056,0.0087,1.3204,09/03/2018 06:00,06/04/2018 18:00,28.5,68,96,-9.169,16.73103,44.15273,5.04123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja,Rioja,Spain,West,West,Quel,2016,fall,y,1,1,3397782,3398,4691953,4692,0.7242,7.92E+11,792343875,4.4411,0.0063,1.5759,02/09/2016 06:00,10/26/16 18:00,54.5,246,300,-2.0432,42.22732,13.65063,-14.25944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Rupis,2016,fall,y,3,3,2986609,2987,4155598,4156,0.7187,8.45E+11,845193559,4.7812,0.0077,1.1107,9/20/16 9:00,10/10/2016 20:00,20.4583,264,284,-6.1026,40.82608,14.03362,-8.72702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Rupis,2017,fall,y,3,4,2921835,2922,3615500,3615,0.8081,9.13E+11,913253967,4.4187,0.0066,1.35,9/14/17 7:00,9/29/17 20:00,15.5417,257,272,-6.24675,41.11325,14.80448,-7.36997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Rupis,2017,spring,y,3,4,3062388,3062,4194357,4194,0.7301,1.20E+12,1201203823,4.7746,0.0052,1.2932,02/04/2017 09:00,4/18/17 20:00,16.4583,92,108,-8.81645,13.88638,41.34828,-5.99968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Rupis,2018,fall,y,3,5,2926530,2927,3895700,3896,0.7512,1.22E+12,1218946177,4.715,0.0093,1.4791,9/22/18 7:00,10/13/18 20:00,21.5417,265,286,-6.14858,41.05467,14.71807,-7.59983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douro,Douro,Portugal,West,West,Rupis,2018,spring,y,3,5,2704979,2705,3090463,3090,0.8753,7.97E+11,797145558,4.0712,0.0055,1.1841,3/19/18 7:00,01/04/2018 20:00,13.5417,78,91,-10.04238,17.31493,41.40453,-6.10482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Sanie,2013,fall,y,1,1,3457087,3457,6766138,6766,0.5109,1.82E+12,1822817079,3.7757,0.0068,1.7808,9/18/13 9:00,09/10/2013 23:00,21.5833,261,282,25.87667,41.64283,13.63,16.034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Sanie,2015,spring,y,1,3,3638623,3639,10805500,10806,0.3367,1.65E+12,1651544266,5.0718,0.0073,1.5898,04/05/2015 00:00,6/18/15 23:00,45.9583,124,169,17.507,12.58483,40.0925,31.53783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Sanie,2016,fall,y,1,4,4250515,4251,8920472,8920,0.4765,2.42E+12,2424058632,4.77,0.0073,1.6662,8/21/16 5:00,9/25/16 22:00,35.7083,234,269,25.8125,41.86583,12.351,40.5105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Serhat,2014,fall,y,6,6,4071367,4071,4704714,4705,0.8654,1.36E+12,1363169934,4.1052,0.003,1.1262,9/20/14 1:00,08/10/2014 11:00,18.4167,263,281,45.00526,39.59299,11.43432,40.30329
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Spartacus,2010,fall,y,1,1,3571485,3571,7185384,7185,0.497,1.61E+12,1608012780,3.5477,0.0066,2.019,9/13/10 11:00,12/11/2010 23:00,60.5,256,316,25.89917,41.64217,12.61133,16.22867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Svetlina,2012,fall,y,1,1,4329416,4329,9296571,9297,0.4657,1.04E+12,1038928998,6.3804,0.0081,2.0082,07/09/2012 05:00,05/11/2012 21:00,59.6667,251,310,25.86733,41.589,13.43483,43.677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2013,fall,y,6,6,3756406,3756,8776082,8776,0.428,1.20E+12,1197355201,7.0158,0.0105,1.8246,8/23/13 0:00,10/10/2013 15:00,48.625,235,283,41.96779,37.90142,11.58788,41.17036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2014,fall,y,6,6,4010194,4010,5240421,5240,0.7652,1.90E+12,1898625081,4.411,0.0096,1.6743,06/09/2014 00:00,9/26/14 23:00,20.9583,249,269,42.20319,40.06395,11.78574,41.04264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2014,spring,y,6,6,4010903,4011,5822090,5822,0.6889,1.12E+12,1117391634,3.6336,0.0065,1.6514,07/04/2014 00:00,4/29/14 22:00,22.9167,97,119,41.34372,11.6104,39.29114,44.74147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2015,fall,y,6,6,4148460,4148,6216955,6217,0.6673,2.02E+12,2016363465,4.1061,0.0102,1.7496,7/30/15 1:00,9/29/15 22:00,61.875,211,272,44.74513,39.29036,10.70606,41.37931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2015,spring,y,6,6,4136700,4137,6585866,6586,0.6281,1.90E+12,1897636308,4.0722,0.0103,1.9779,1/28/15 1:00,05/04/2015 22:00,67.875,28,95,41.36866,10.78206,39.28922,44.74798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleEast,Igdir,Turkey,Middle_East,East,Tuzluca,2016,spring,y,6,6,3888965,3889,6102605,6103,0.6373,1.41E+12,1413134606,3.6335,0.0101,1.7047,3/14/16 0:00,4/15/16 23:00,32.9583,74,106,41.32888,11.61981,38.30201,44.97292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Volen,2012,fall,y,1,1,3625272,3625,5511292,5511,0.6578,1.69E+12,1692065688,3.5749,0.0071,1.774,05/09/2012 07:00,9/26/12 23:00,21.6667,249,270,27.43617,43.18017,13.69817,26.6745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Bulgaria,Bulgaria,Balkans,East,Volen,2014,spring,y,1,3,3877712,3878,12713940,12714,0.305,1.64E+12,1639835729,7.3475,0.0079,1.9345,4/29/14 5:00,6/26/14 23:00,58.75,119,177,27.4055,10.2445,40.2055,34.239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipuzkoa,Gipuzkoa,Spain,West,West,Zuri,2017,fall,y,1,1,3140461,3140,3866871,3867,0.8121,1.24E+12,1237436548,4.2494,0.0089,1.5739,08/09/2017 06:00,9/22/17 23:00,14.7083,251,265,-2.69,42.80599,16.02409,-12.99847
